b'Microlab Micmusic Black Multimedia Speaker 2.1',"b'Tk. 4,400'",b'Brand: Microlab\nCategory: Speaker'
,,
b'Microlab Blue Magicup Portable Bluetooth Speaker',"b'Tk. 2,250'",b'Brand: Microlab\nCategory: Speaker'
,,
b'Microlab - M-800 Speaker',"b'Tk. 3,400'",b'Brand: Microlab\nCategory: Speaker'
,,
b'Microlab M660BT Bluetooth Multimedia Speaker',"b'Tk. 4,450'",b'Brand: Microlab\nCategory: Speaker'
,,
b'Microlab - M-590 Speaker',"b'Tk. 2,300'",b'Brand: Microlab\nCategory: Speaker'
,,
b'Microlab - M-300 Speaker',"b'Tk. 2,550'",b'Brand: Microlab\nCategory: Speaker'
,,
b'Microlab - M-223 Speaker',"b'Tk. 2,350'",b'Brand: Microlab\nCategory: Speaker'
,,
b'Microlab - M-200BT Platinum Speaker',"b'Tk. 5,000'",b'Brand: Microlab\nCategory: Speaker'
,,
b'Microlab - M-111',"b'Tk. 2,150'",b'Brand: Microlab\nCategory: Speaker'
,,
b'Microlab - M-110',"b'Tk. 2,050'",b'Brand: Microlab\nCategory: Speaker'
,,
b'Microlab M-109 Speaker',"b'Tk. 1,650'",b'Brand: Microlab\nCategory: Speaker'
,,
b'Microlab Ml-M108U Speaker',"b'Tk. 2,000'",b'Brand: Microlab\nCategory: Speaker'
,,
b'Microlab Ml-M106 Speaker',"b'Tk. 1,750'",b'Brand: Microlab\nCategory: Speaker'
,,
b'Microlab M105R Multimedia Speaker',"b'Tk. 1,750'",b'Brand: Microlab\nCategory: Speaker'
,,
b'Microlab M-100U',"b'Tk. 2,150'",b'Brand: Microlab\nCategory: Speaker'
,,
b'Microlab-M-100 Speaker',"b'Tk. 1,600'",b'Brand: Microlab\nCategory: Speaker'
,,
b'Golden Field S300A Bt Bluetooth Speaker',"b'Tk. 4,200'",b'Brand: Golden Field\nCategory: Speaker'
,,
b'GOLDEN FIELD Q8UB SPEAKER',"b'Tk. 2,100'",b'Brand: Golden Field\nCategory: Speaker'
,,
b'XTREME E354BU',"b'Tk. 2,250'",b'Brand: Xtreme\nCategory: Speaker'
,,
b'Targus TSB752AP-50 16',"b'Tk. 1,860'",b'Brand: Targus\nCategory: Speaker'
,,
b'XTREME E831BU',"b'Tk. 3,270'",b'Brand: Xtreme\nCategory: Speaker'
,,
b'BT Speaker A200',"b'Tk. 3,500'",b'Brand: Rapoo\nCategory: Speaker'
,,
b'BT Speaker A200',"b'Tk. 3,500'",b'Brand: Rapoo\nCategory: Speaker'
,,
b'Mi TV Sound Bar (33 inch) - White',"b'Tk. 5,800'",b'Brand: Xiaomi\nCategory: Speaker'
,,
b'Xiaomi Computer Bluetooth Speaker (with Aux in)',"b'Tk. 5,990'",b'Brand: Xiaomi\nCategory: Speaker'
,,
b'REMAX Portable Bluetooth Speaker (RM-M1)',"b'Tk. 1,150'",b'Brand: Remax\nCategory: Speaker'
,,
b'Remax Portable Fabric Bluetooth Speaker (RB-M18)',"b'Tk. 1,900'",b'Brand: Remax\nCategory: Speaker'
,,
b'HAVIT USB SPEAKER Red Blue (SK430)',b'Tk. 560',b'Brand: Havit\nCategory: Speaker'
,,
b'Havit USB 2:1 Mini Subwoofer (SK450)',"b'Tk. 1,000'",b'Brand: Havit\nCategory: Speaker'
,,
b'Microlab - M-200(09) Speaker',"b'Tk. 2,300'",b'Brand: Microlab\nCategory: Speaker'
,,
b'Microlab Ml-M108 SpeakerBT',"b'Tk. 1,950'",b'Brand: Microlab\nCategory: Speaker'
,,
b'Microlab M-106Bt Speaker',"b'Tk. 1,850'",b'Brand: Microlab\nCategory: Speaker'
,,
b'Microlab B70Bt 2.0 Speaker',"b'Tk. 3,200'",b'Brand: Microlab\nCategory: Speaker'
,,
b'Microlab B-16 Speaker',b'Tk. 750',b'Brand: Microlab\nCategory: Speaker'
,,
b'HP S6500 Black and White Bluetooth Wireless Speaker',"b'Tk. 1,500'",b'Brand: HP Brand\nCategory: Speaker'
,,
b'Google Cardboard VR',b'Tk. 300',b'Brand: Da Pop-Up Factory\nCategory: Speaker'
,,
b'XTREME E261BU',"b'Tk. 1,850'",b'Brand: Xtreme\nCategory: Speaker'
,,
b'XTREME E253BU',"b'Tk. 2,000'",b'Brand: Xtreme\nCategory: Speaker'
,,
b'XTREME E932U',"b'Tk. 4,500'",b'Brand: Xtreme\nCategory: Speaker'
,,
b'XTREME E1101',"b'Tk. 1,210'",b'Brand: Xtreme\nCategory: Speaker'
,,
b'XTREME E209BU',"b'Tk. 4,000'",b'Brand: Xtreme\nCategory: Speaker'
,,
b'DELUX Q12',"b'Tk. 1,350'",b'Brand: Xtreme\nCategory: Speaker'
,,
b'Golden Field Speaker GF-F3',"b'Tk. 12,400'",b'Brand: Golden Field\nCategory: Speaker'
,,
b'Golden Field Speaker LA-130S (4:1)',"b'Tk. 3,000'",b'Brand: Golden Field\nCategory: Speaker'
,,
b'Golden Field S300U Speaker',"b'Tk. 3,400'",b'Brand: Golden Field\nCategory: Speaker'
,,
b'Golden Field S300 Speaker',"b'Tk. 2,585'",b'Brand: Golden Field\nCategory: Speaker'
,,
b'Golden Field LA-22Y Speaker',"b'Tk. 1,925'",b'Brand: Golden Field\nCategory: Speaker'
,,
b'Golden Field O6 2:1Speaker',"b'Tk. 2,540'",b'Brand: Golden Field\nCategory: Speaker'
,,
b'Golden Field O1 2:1Speaker',"b'Tk. 2,252'",b'Brand: Golden Field\nCategory: Speaker'
,,
b'Golden Field S5 2:1Speaker',"b'Tk. 2,101'",b'Brand: Golden Field\nCategory: Speaker'
,,
b'Golden Field S3300-10 Speaker',"b'Tk. 1,815'",b'Brand: Golden Field\nCategory: Speaker'
,,
b'Golden Field H301 2:1Speaker',"b'Tk. 1,750'",b'Brand: Golden Field\nCategory: Speaker'
,,
b'Golden Field L2 Speaker',"b'Tk. 1,701'",b'Brand: Golden Field\nCategory: Speaker'
,,
b'Golden Field C1 Speaker',"b'Tk. 1,513'",b'Brand: Golden Field\nCategory: Speaker'
,,
b'Golden Field Q1 2:1 Speaker',"b'Tk. 1,310'",b'Brand: Golden Field\nCategory: Speaker'
,,
b'Golden Field H2001 Speaker',b'Tk. 570',b'Brand: Golden Field\nCategory: Speaker'
,,
b'A4 Tech Wireless Bluetooth Speaker BTS-08',"b'Tk. 1,600'",b'Brand: A4Tech\nCategory: Speaker'
,,
b'A4 Tech Wireless Bluetooth Speaker BTS-02',"b'Tk. 1,500'",b'Brand: A4Tech\nCategory: Speaker'
,,
b'A4 Tech Wireless Bluetooth Speaker BTS-01',b'Tk. 935',b'Brand: A4Tech\nCategory: Speaker'
,,
b'WAVE STAR Speaker (TL-M2112)',"b'Tk. 1,300'",b'Brand: Wave Star\nCategory: Speaker'
,,
b'WAVE STAR Speaker (TL-M2109B) USB/SD',"b'Tk. 1,750'",b'Brand: Wave Star\nCategory: Speaker'
,,
b'WAVE STAR Speaker (TL-M2005)',b'Tk. 400',b'Brand: Wave Star\nCategory: Speaker'
,,
b'WAVE STAR Speaker (TL-M2312) USB/SD',"b'Tk. 1,700'",b'Brand: Wave Star\nCategory: Speaker'
,,
b'WAVE STAR Speaker (TL-M2308)',"b'Tk. 1,500'",b'Brand: Wave Star\nCategory: Speaker'
,,
b'A4 Tech LAPTOP SPEAKER (P-100)',b'Tk. 935',b'Brand: A4Tech\nCategory: Speaker'
,,
b'A4 Tech LAPTOP SPEAKER (AS-206)',b'Tk. 750',b'Brand: A4Tech\nCategory: Speaker'
,,
b'Gigabyte GA-H61M-DS2 Motherboard',"b'Tk. 5,700'",b'Brand: Gigabyte\nCategory: Motherboard'
,,
b'Intel 3rd Generation Asus Motherboard H61M-K',"b'Tk. 6,500'",b'Brand: Asus\nCategory: Motherboard'
,,
b'AMD Processor Supported Asus Motherboard CROSSHAIR V FORMULA-Z',"b'Tk. 23,000'",b'Brand: Asus\nCategory: Motherboard'
,,
b'AMD Processor Supported Asus Motherboard CROSSBLADE RANGER',"b'Tk. 15,500'",b'Brand: Asus\nCategory: Motherboard'
,,
b'AMD Processor Supported Asus Motherboard A88X-GAMER',"b'Tk. 10,000'",b'Brand: Asus\nCategory: Motherboard'
,,
"b'Intel 4th and Fifth Generation Asus Motherboard RamPage v extreme, 8DD and 4'","b'Tk. 49,000'",b'Brand: Asus\nCategory: Motherboard'
,,
"b'Intel 4th and Fifth Generation Asus Motherboard X99-Delux, 8 DDR4'","b'Tk. 39,000'",b'Brand: Asus\nCategory: Motherboard'
,,
"b'Intel 4th and Fifth Generation Asus Motherboard 99-A, 8 DDR4X'","b'Tk. 29,000'",b'Brand: Asus\nCategory: Motherboard'
,,
b'Intel 4th and Fifth Generation Asus Motherboard Sabertooth Z97 Mark S',"b'Tk. 29,500'",b'Brand: Asus\nCategory: Motherboard'
,,
b'Intel 4th and Fifth Generation Asus Motherboard Maximus 7 Hero/ACU',"b'Tk. 23,500'",b'Brand: Asus\nCategory: Motherboard'
,,
b'Intel 4th and Fifth Generation Asus Motherboard Maximus 7 Hero',"b'Tk. 22,500'",b'Brand: Asus\nCategory: Motherboard'
,,
b'Intel 4th and 5th Generation Asus Motherboard Maximus 7 Reneger',"b'Tk. 19,000'",b'Brand: Asus\nCategory: Motherboard'
,,
b'Intel 4th',"b'Tk. 23,500'",b'Brand: Asus\nCategory: Motherboard'
,,
b'Intel 4th and 5th Generation ASUS Motherboard Z97-Pro',"b'Tk. 20,000'",b'Brand: Asus\nCategory: Motherboard'
,,
b'Intel 4th',"b'Tk. 18,000'",b'Brand: Asus\nCategory: Motherboard'
,,
b'Intel 4th and Fifth Generation Ausus Motherboard Z97 K',"b'Tk. 13,500'",b'Brand: Asus\nCategory: Motherboard'
,,
b'Intel 4th and Fifth Generation Ausus Motherboard H97 Pro Gamer',"b'Tk. 13,000'",b'Brand: Asus\nCategory: Motherboard'
,,
"b'Intel 4th and Fifth Generation Ausus Motherboard H97-Plus, ATX Board'","b'Tk. 10,500'",b'Brand: Asus\nCategory: Motherboard'
,,
b'Intel 4th and Fifth Generation Ausus Motherboard H97ME',"b'Tk. 9,300'",b'Brand: Asus\nCategory: Motherboard'
,,
b'Intel 4th Generation Asus Motherboard MAXIMUS VI EXTREME',"b'Tk. 40,000'",b'Brand: Asus\nCategory: Motherboard'
,,
"b'Intel 4th Generation Asus Motherboard SABERTOOTH X79 (8 DDR3, Socket 2011)'","b'Tk. 31,000'",b'Brand: Asus\nCategory: Motherboard'
,,
b'Intel 4th Generation Asus Motherboard MAXIMUS VI HERO',"b'Tk. 20,500'",b'Brand: Asus\nCategory: Motherboard'
,,
b'Intel 4th Generation Asus Motherboard SABERTOOTH Z87',"b'Tk. 26,000'",b'Brand: Asus\nCategory: Motherboard'
,,
b'Intel 4th Generation Asus Motherboard Z87-EXPERT',"b'Tk. 24,000'",b'Brand: Asus\nCategory: Motherboard'
,,
b'Intel 4th Generation Asus Motherboard GRYPHONZ87',"b'Tk. 16,500'",b'Brand: Asus\nCategory: Motherboard'
,,
b'Intel 4th Generation Asus Motherboard Z87-K',"b'Tk. 13,000'",b'Brand: Asus\nCategory: Motherboard'
,,
b'Intel 4th Generation Asus Motherboard B85-PRO GAMER',"b'Tk. 10,500'",b'Brand: Asus\nCategory: Motherboard'
,,
"b'Intel 4th Generation Asus Motherboard B85M-E, ATX Board, 4x DDR3'","b'Tk. 8,500'",b'Brand: Asus\nCategory: Motherboard'
,,
b'Intel 4th Generation Asus Motherboard VANGUARD B85',"b'Tk. 9,500'",b'Brand: Asus\nCategory: Motherboard'
,,
"b'Intel 4th Generation Asus Motherboard B85M-G, 4x DDR3'","b'Tk. 7,500'",b'Brand: Asus\nCategory: Motherboard'
,,
"b'Intel 4th Generation Asus Motherboard B85M-K, 2 x DDR3'","b'Tk. 6,500'",b'Brand: Asus\nCategory: Motherboard'
,,
b'Intel 4th Generation Asus Motherboard H81M-E',"b'Tk. 5,400'",b'Brand: Asus\nCategory: Motherboard'
,,
b'Intel 4th Generation Asus Motherboard H81M-K',"b'Tk. 5,000'",b'Brand: Asus\nCategory: Motherboard'
,,
"b'Asus Motherboard   CPU J1800I-C (MB   CPU) Celeron DC J1800, 2.41 GHz'","b'Tk. 4,930'",b'Brand: Asus\nCategory: Motherboard'
,,
b'Intel 3rd Generation Asus Motherboard MAXIMUS V FORMULA',"b'Tk. 27,500'",b'Brand: Asus\nCategory: Motherboard'
,,
b'Intel 3rd Generation Asus Motherboard SABERTOOTH Z77',"b'Tk. 23,000'",b'Brand: Asus\nCategory: Motherboard'
,,
"b'Intel 3rd Generation Asus Motherboard P8Z77-V LK, SLI'","b'Tk. 16,000'",b'Brand: Asus\nCategory: Motherboard'
,,
"b'Intel 3rd Generation Asus Motherboard P8H77-V LE, 4 DDR3'","b'Tk. 10,500'",b'Brand: Asus\nCategory: Motherboard'
,,
"b'Intel 3rd Generation Asus Motherboard P8H77-M LE, 2 DDR3'","b'Tk. 9,000'",b'Brand: Asus\nCategory: Motherboard'
,,
"b'Intel 3rd Generation Asus Motherboard B75M-PLUS, 4 DDR3'","b'Tk. 7,000'",b'Brand: Asus\nCategory: Motherboard'
,,
"b'Intel 3rd Generation Asus Motherboard B75M-A, 2 DDR3'","b'Tk. 6,300'",b'Brand: Asus\nCategory: Motherboard'
,,
b'Intel 3rd Generation Asus Motherboard H61M-C/SI (Bulk)',"b'Tk. 4,300'",b'Brand: Asus\nCategory: Motherboard'
,,
b'TOSHIBA INTERNAL HARD DRIVE 2TB 3.5',"b'Tk. 5,700'",b'Brand: Toshiba\nCategory: Hard Disk Drive'
,,
b'TOSHIBA INTERNAL HARD DRIVE 500GB 3.5',"b'Tk. 3,400'",b'Brand: Toshiba\nCategory: Hard Disk Drive'
,,
b'TOSHIBA INTERNAL HARD DRIVE 4TB 3.5',"b'Tk. 10,280'",b'Brand: Toshiba\nCategory: Hard Disk Drive'
,,
b'TOSHIBA INTERNAL HARD DRIVE 1TB 3.5',"b'Tk. 3,850'",b'Brand: Toshiba\nCategory: Hard Disk Drive'
,,
b'Transcend 240GB 2.5 Inch SATAIII SSD',"b'Tk. 4,400'",b'Brand: Transcend\nCategory: Hard Disk Drive'
,,
b'Gigabyte Ud Pro 120 Gb (Sata)',"b'Tk. 2,100'",b'Brand: Gigabyte\nCategory: Hard Disk Drive'
,,
b'Teutons SSD Platinum Drive 480GB (Black)',"b'Tk. 6,500'",b'Brand: Teutons\nCategory: Hard Disk Drive'
,,
b'Teutons SSD Platinum Drive 240GB (Black)',"b'Tk. 3,500'",b'Brand: Teutons\nCategory: Hard Disk Drive'
,,
b'Teutons SSD Iridium M.2 2280 - 240GB (Black)',"b'Tk. 4,000'",b'Brand: Teutons\nCategory: Hard Disk Drive'
,,
b'Teutons SSD Iridium M.2 2280 - 120GB',"b'Tk. 2,800'",b'Brand: Teutons\nCategory: Hard Disk Drive'
,,
b'Adata Su 650 SSD -480GB',"b'Tk. 6,000'",b'Brand: Adata\nCategory: Hard Disk Drive'
,,
b'Adata Hd330 External Hard Drive 4Tb',"b'Tk. 11,500'",b'Brand: Adata\nCategory: Hard Disk Drive'
,,
b'Adata Hd330 External Hard Drive 1Tb',"b'Tk. 5,100'",b'Brand: Adata\nCategory: Hard Disk Drive'
,,
b'Transcend Internal SSD SSD230S',"b'Tk. 8,100'",b'Brand: Transcend\nCategory: Hard Disk Drive'
,,
b'Transcend TS120GSSD220S 120GB 2.5 Inches Sata lll SSD',"b'Tk. 5,650'",b'Brand: Transcend\nCategory: Hard Disk Drive'
,,
b'CORSAIR 240GB SSD FORCE LE',"b'Tk. 8,700'",b'Brand: CORSAIR\nCategory: Hard Disk Drive'
,,
b'Teutons SSD Platinum Drive 120GB (Black)',"b'Tk. 2,400'",b'Brand: Teutons\nCategory: Hard Disk Drive'
,,
b'Adata Su 650 SSD - 240GB',"b'Tk. 3,150'",b'Brand: Adata\nCategory: Hard Disk Drive'
,,
b'Adata Su 650 SSD [120GB]',"b'Tk. 1,950'",b'Brand: Adata\nCategory: Hard Disk Drive'
,,
b'Adata Hd330 External Hard Drive 5Tb',"b'Tk. 14,300'",b'Brand: Adata\nCategory: Hard Disk Drive'
,,
b'Adata Hd330 External Hard Drive 2Tb',"b'Tk. 7,100'",b'Brand: Adata\nCategory: Hard Disk Drive'
,,
b'Adata Hv300 External Hard Drive 1Tb',"b'Tk. 5,100'",b'Brand: Adata\nCategory: Hard Disk Drive'
,,
b'ADATA ULTIMATE SU 800S SSD',"b'Tk. 9,500'",b'Brand: Adata\nCategory: Hard Disk Drive'
,,
b'ADATA ULTIMATE SU 700 SSD',"b'Tk. 5,700'",b'Brand: Adata\nCategory: Hard Disk Drive'
,,
b'TOSHIBA SURVEILLANCE HARD DRIVE 2TB 3.5',"b'Tk. 6,700'",b'Brand: Toshiba\nCategory: Hard Disk Drive'
,,
b'TOSHIBA SURVEILLANCE HARD DRIVE 1TB 3.5',"b'Tk. 4,650'",b'Brand: Toshiba\nCategory: Hard Disk Drive'
,,
b'TOSHIBA INTERNAL LAPTOP HDD 500GB 2.5 INCH-B SLIM',"b'Tk. 3,400'",b'Brand: Toshiba\nCategory: Hard Disk Drive'
,,
b'TOSHIBA INTERNAL LAPTOP HDD 500GB 2.5 INCH-B A1A',"b'Tk. 3,700'",b'Brand: Toshiba\nCategory: Hard Disk Drive'
,,
b'TOSHIBA INTERNAL LAPTOP HDD 1TB 2.5 INCH-B A1A',"b'Tk. 5,000'",b'Brand: Toshiba\nCategory: Hard Disk Drive'
,,
b'TOSHIBA INTERNAL HARD DRIVE 5TB 3.5',"b'Tk. 18,000'",b'Brand: Toshiba\nCategory: Hard Disk Drive'
,,
b'TOSHIBA INTERNAL HARD DRIVE 3TB 3.5',"b'Tk. 7,250'",b'Brand: Toshiba\nCategory: Hard Disk Drive'
,,
b'Adata Hard Disk Drive NH03 Black',"b'Tk. 15,000'",b'Brand: Adata\nCategory: Hard Disk Drive'
,,
b'Adata Hard Disk Drive HD 710 Blue',"b'Tk. 6,000'",b'Brand: Adata\nCategory: Hard Disk Drive'
,,
b'Adata Hard Disk Drive HV 620 Black',"b'Tk. 9,000'",b'Brand: Adata\nCategory: Hard Disk Drive'
,,
b'Adata Hard Disk Drive HV 620 White',"b'Tk. 5,500'",b'Brand: Adata\nCategory: Hard Disk Drive'
,,
b'Adata Hard Disk Drive HV 620 Black',"b'Tk. 5,500'",b'Brand: Adata\nCategory: Hard Disk Drive'
,,
"b'AdataSX 900 SATA-III, 6 GBps Solid State Drive'","b'Tk. 22,500'",b'Brand: Adata\nCategory: Hard Disk Drive'
,,
"b'Adata SX 900 SATA-III, 6 GBps Solid State Drive'","b'Tk. 9,400'",b'Brand: Adata\nCategory: Hard Disk Drive'
,,
"b'Adata SX 900 SATA-III, 6 GBps Solid State Drive'","b'Tk. 7,200'",b'Brand: Adata\nCategory: Hard Disk Drive'
,,
b'Asus Graphics Card AMD Chipset R9270-DC2OC-2GD5',"b'Tk. 17,500'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card AMD Chipset  R7260X-OC-2GD5',"b'Tk. 12,000'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card AMD Chipset  R7250X-2GD5',"b'Tk. 11,000'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card nVIDIA Chipset MATRIX-GTX980-P-4GD5',"b'Tk. 67,000'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card nVIDIA Chipset STRIX-GTX980-DC2OC-4GD5',"b'Tk. 59,000'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card nVIDIA Chipset STRIX-GTX970-DC2OC-4GD5',"b'Tk. 37,500'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card nVIDIA Chipset STRIX-GTX960-DC2OC-4GD5',"b'Tk. 26,500'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card nVIDIA Chipset STRIX-GTX750TI-DC2OC-4GD5',"b'Tk. 20,000'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card nVIDIA Chipset STRIX-GTX750TI-OC-2GD5',"b'Tk. 17,000'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card nVIDIA Chipset GTX750TI-OC-2GD5',"b'Tk. 15,500'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card nVIDIA Chipset GTX750TI-PH-2GD5',"b'Tk. 14,000'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card nVIDIA Chipset GT740-DFOC-2GD5 (Duel Fan)',"b'Tk. 10,500'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card nVIDIA Chipset GT730-4GD3',"b'Tk. 9,000'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card nVIDIA Chipset GT720-SL-2GD3-BRK',"b'Tk. 5,800'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card AMD Chipset R9290X-4GD5',"b'Tk. 46,000'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card AMD Chipset R9290-DC2OC-4GD5',"b'Tk. 40,000'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card AMD Chipset R7260X-DC2OC-1GD5',"b'Tk. 13,500'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card AMD Chipset R7250-1GD5',"b'Tk. 8,500'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card AMD Chipset R7240-OC-4GD3-L',"b'Tk. 8,500'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card AMD Chipset R7240-2GD3-L',"b'Tk. 7,000'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card AMD Chipset HD5450-SL-2GD3-L',"b'Tk. 4,500'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card AMD Chipset EAH5450 SILENT/DI/1GD3(LP)',"b'Tk. 3,400'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card AMD Chipset HD5450-SL-HM1GD3-L-V2',"b'Tk. 2,900'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card nVIDIA Chipset GTX750-PHOC-2GD5',"b'Tk. 12,700'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card nVIDIA Chipset GT740-OC-2GD5',"b'Tk. 11,000'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card nVIDIA Chipset GT640-1GD5-L',"b'Tk. 8,500'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card nVIDIA Chipset GT730-SL-2GD3-BRK',"b'Tk. 6,500'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card nVIDIA Chipset GT610-SL-2GD3-L',"b'Tk. 4,800'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card nVIDIA Chipset EN210 SILENT/DI/1GD3/V2(LP)',"b'Tk. 3,400'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'Asus Graphics Card nVIDIA Chipset 210-SL-TC1GD3-L',"b'Tk. 2,900'",b'Brand: Asus\nCategory: Graphics Card'
,,
b'\xe0\xa6\xb6\xe0\xa6\xac\xe0\xa7\x8d\xe0\xa6\xa6\xe0\xa6\x95\xe0\xa6\xb2\xe0\xa7\x8d\xe0\xa6\xaa',"b'Tk. 1,490'",b'Brand: OnnoRokom Electronics Co. Ltd.\nCategory: Science Kit'
,,
b'\xe0\xa6\x85\xe0\xa6\xa6\xe0\xa7\x8d\xe0\xa6\xad\xe0\xa7\x81\xe0\xa6\xa4 \xe0\xa6\xae\xe0\xa6\xbe\xe0\xa6\xaa\xe0\xa6\x9c\xe0\xa7\x8b\xe0\xa6\x96',b'Tk. 790',b'Brand: OnnoRokom Electronics Co. Ltd.\nCategory: Science Kit'
,,
b'\xe0\xa6\xb0\xe0\xa6\xb8\xe0\xa6\xbe\xe0\xa7\x9f\xe0\xa6\xa8 \xe0\xa6\xb0\xe0\xa6\xb9\xe0\xa6\xb8\xe0\xa7\x8d\xe0\xa6\xaf',b'Tk. 925',b'Brand: OnnoRokom Electronics Co. Ltd.\nCategory: Science Kit'
,,
b'\xe0\xa6\xa4\xe0\xa7\x9c\xe0\xa6\xbf\xe0\xa7\x8e \xe0\xa6\xa4\xe0\xa6\xbe\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa1\xe0\xa6\xac',b'Tk. 821',b'Brand: OnnoRokom Electronics Co. Ltd.\nCategory: Science Kit'
,,
b'\xe0\xa6\x86\xe0\xa6\xb2\xe0\xa7\x8b\xe0\xa6\xb0 \xe0\xa6\x9d\xe0\xa6\xb2\xe0\xa6\x95',b'Tk. 652',b'Brand: OnnoRokom Electronics Co. Ltd.\nCategory: Science Kit'
,,
b'\xe0\xa6\x9a\xe0\xa7\x81\xe0\xa6\xae\xe0\xa7\x8d\xe0\xa6\xac\xe0\xa6\x95\xe0\xa7\x87\xe0\xa6\xb0 \xe0\xa6\x9a\xe0\xa6\xae\xe0\xa6\x95',b'Tk. 971',b'Brand: OnnoRokom Electronics Co. Ltd.\nCategory: Science Kit'
,,
b'Focus Challenge - (English Version)',b'Tk. 880',b'Brand: OnnoRokom Electronics Co. Ltd.\nCategory: Science Kit'
,,
b'\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xaa\xe0\xa7\x8d\xe0\xa6\x9f\xe0\xa7\x87\xe0\xa6\xa8 \xe0\xa6\x95\xe0\xa6\xbf\xe0\xa6\x89\xe0\xa6\xb0\xe0\xa6\xbf\xe0\xa7\x9f\xe0\xa6\xbe\xe0\xa6\xb8',b'Tk. 590',b'Brand: OnnoRokom Electronics Co. Ltd.\nCategory: Science Kit'
,,
b'\xe0\xa6\x9f\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xa8\xe0\xa6\x97\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa6\xbe\xe0\xa6\xae',b'Tk. 750',b'Brand: OnnoRokom Electronics Co. Ltd.\nCategory: Science Kit'
,,
b'\xe0\xa6\xac\xe0\xa6\xbf\xe0\xa6\x9c\xe0\xa7\x8d\xe0\xa6\x9e\xe0\xa6\xbe\xe0\xa6\xa8\xe0\xa6\xac\xe0\xa6\xbe\xe0\xa6\x95\xe0\xa7\x8d\xe0\xa6\xb8-\xe0\xa6\xaa\xe0\xa6\x9e\xe0\xa7\x8d\xe0\xa6\x9a\xe0\xa6\xae \xe0\xa6\xb6\xe0\xa7\x8d\xe0\xa6\xb0\xe0\xa7\x87\xe0\xa6\xa3\xe0\xa7\x80',"b'Tk. 2,990'",b'Brand: OnnoRokom Electronics Co. Ltd.\nCategory: Science Kit'
,,
b'\xe0\xa6\xab\xe0\xa7\x8b\xe0\xa6\x95\xe0\xa6\xbe\xe0\xa6\xb8 \xe0\xa6\x9a\xe0\xa7\x8d\xe0\xa6\xaf\xe0\xa6\xbe\xe0\xa6\xb2\xe0\xa7\x87\xe0\xa6\x9e\xe0\xa7\x8d\xe0\xa6\x9c - (\xe0\xa6\xac\xe0\xa6\xbe\xe0\xa6\x82\xe0\xa6\xb2\xe0\xa6\xbe \xe0\xa6\xad\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa7\x8d\xe0\xa6\xb8\xe0\xa6\xa8)',b'Tk. 880',b'Brand: OnnoRokom Electronics Co. Ltd.\nCategory: Science Kit'
,,
b'Sound Bound',"b'Tk. 1,490'",b'Brand: OnnoRokom Electronics Co. Ltd.\nCategory: Science Kit'
,,
